セット,英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　BattleforZendikar,　Forest,森（もり）,　1,1,　基本土地,　基本土地,　２,(緑)
　BattleforZendikar,　Forest,森（もり）,　1,1,　基本土地,　基本土地,　２,(緑)
　OathoftheGatewatch,　DeceiverofForm,姿を欺くもの（すがたをあざむくもの）,　8,8,　レア,　クリーチャー,　６◇,（(◇)は無色マナを表す。）あなたのターンの戦闘の開始時に、あなたのライブラリーの一番上のカードを公開する。これによりクリーチャー・カードが公開されたなら、あなたは「ターン終了時まで、あなたがコントロールする姿を欺くもの以外のクリーチャーはそのカードのコピーになる」ことを選んでもよい。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。
　OathoftheGatewatch,　EldraziMimic,エルドラージのミミック（えるどらーじのみみっく）,　2,1,　レア,　クリーチャー,　２,他の無色のクリーチャーが１体あなたのコントロール下で戦場に出るたび、ターン終了時まで、あなたはエルドラージのミミックの基本のパワーとタフネスをそのクリーチャーのパワーとタフネスに変更してもよい。
　OathoftheGatewatch,　Endbringer,終末を招くもの（しゅうまつをまねくもの）,　5,5,　レア,　クリーチャー,　５◇,他の各プレイヤーのアンタップ・ステップに、終末を招くものをアンタップする。(Ｔ)：クリーチャー１体かプレイヤー１人を対象とする。終末を招くものはそれに１点のダメージを与える。(◇) (Ｔ)：クリーチャー１体を対象とする。このターン、それでは攻撃したりブロックしたりできない。(◇)(◇) (Ｔ)：カードを１枚引く。
　OathoftheGatewatch,　Kozilek theGreatDistortion,大いなる歪み、コジレック（おおいなるゆがみこじれっく）,　12,12,　神話レア,　伝説のクリーチャー,　８◇◇,あなたが大いなる歪み、コジレックを唱えたとき、あなたの手札にあるカードの枚数が７枚未満である場合、その差に等しい枚数のカードを引く。威迫点数で見たマナ・コストがＸであるカードを１枚捨てる：点数で見たマナ・コストがＸである呪文１つを対象とし、それを打ち消す。
　OathoftheGatewatch,　Kozilek'sPathfinder,コジレックの先駆者（こじれっくのせんくしゃ）,　5,5,　コモン,　クリーチャー,　６,(◇)：クリーチャー１体を対象とする。このターン、それではコジレックの先駆者をブロックできない。（(◇)は無色マナを表す。）
　OathoftheGatewatch,　MatterReshaper,作り変えるもの（つくりかえるもの）,　3,2,　レア,　クリーチャー,　２◇,（(◇)は無色マナを表す。）作り変えるものが死亡したとき、あなたのライブラリーの一番上のカードを公開する。それが、点数で見たマナ・コストが３以下のパーマネント・カードであるなら、あなたはそのカードを戦場に出してもよい。そうでないなら、そのカードをあなたの手札に加える。
　OathoftheGatewatch,　RealitySmasher,現実を砕くもの（げんじつをくだくもの）,　5,5,　レア,　クリーチャー,　４◇,（(◇)は無色マナを表す。）トランプル、速攻現実を砕くものが対戦相手がコントロールする呪文１つの対象となるたび、その呪文のコントローラーがカードを１枚捨てないかぎり、それを打ち消す。
　OathoftheGatewatch,　SpatialContortion,次元の歪曲（じげんのわいきょく）,　5,5,　アンコモン,　インスタント,　１◇,（(◇)は無色マナを表す。）クリーチャー１体を対象とする。ターン終了時まで、それは+3/-3の修整を受ける。
　OathoftheGatewatch,　Thought-KnotSeer,難題の予見者（なんだいよけんしゃ）,　4,4,　レア,　クリーチャー,　３◇,（(◇)は無色マナを表す。）難題の予見者が戦場に出たとき、対戦相手１人を対象とする。そのプレイヤーは、自分の手札を公開する。あなたはその中から土地でないカードを１枚選び、そのカードを追放する。難題の予見者が戦場を離れたとき、対戦相手１人を対象とする。そのプレイヤーはカードを１枚引く。
　OathoftheGatewatch,　WalkeroftheWastes,荒地を歩くもの（あれちをあるくもの）,　4,4,　アンコモン,　クリーチャー,　４◇,（(◇)は無色マナを表す。）トランプル荒地を歩くものは、あなたがコントロールする《荒地/Wastes》という名前の土地１つにつき+1/+1の修整を受ける。
　OathoftheGatewatch,　WardenofGeometries,形状の管理人（けいじょうのかんりにん）,　2,3,　コモン,　クリーチャー,　４,警戒(Ｔ)：あなたのマナ・プールに(◇)を加える。（(◇)は無色マナを表す。）
　OathoftheGatewatch,　WarpingWail,歪める嘆き（ゆがめるなげき）,　2,3,　アンコモン,　インスタント,　１◇,（(◇)は無色マナを表す。）以下から１つを選ぶ。・パワーかタフネスが１以下のクリーチャー１体を対象とし、それを追放する。・ソーサリー呪文１つを対象とし、それを打ち消す。・無色の1/1のエルドラージ(Eldrazi)・末裔(Scion)クリーチャー・トークンを１体戦場に出す。それは「このクリーチャーを生け贄に捧げる：あなたのマナ・プールに(◇)を加える。」を持つ。
　OathoftheGatewatch,　EldraziDisplacer,変位エルドラージ（へんいえるどらーじ）,　3,3,　レア,　クリーチャー,　２白,欠色（このカードは無色である。）(２)(◇)：他のクリーチャー１体を対象とし、それを追放し、その後それをオーナーのコントロール下でタップ状態で戦場に戻す。（(◇)は無色マナを表す。）
　OathoftheGatewatch,　AffaProtector,アーファの守護者（あーふぁのしゅごしゃ）,　1,4,　コモン,　クリーチャー,　２白,警戒
　OathoftheGatewatch,　AlliedReinforcements,同盟者の援軍（どうめいしゃのえんぐん）,　1,4,　アンコモン,　ソーサリー,　３白,白の2/2の騎士(Knight)・同盟者(Ally)クリーチャー・トークンを２体戦場に出す。
　OathoftheGatewatch,　CalltheGatewatch,ゲートウォッチ招致（げーとうぉっちしょうち）,　1,4,　レア,　ソーサリー,　２白,あなたのライブラリーからプレインズウォーカー・カードを１枚探し、それを公開してあなたの手札に加える。その後あなたのライブラリーを切り直す。
　OathoftheGatewatch,　DazzlingReflection,まばゆい反射（まばゆいはんしゃ）,　1,4,　コモン,　インスタント,　１白,クリーチャー１体を対象とする。あなたはそれのパワーに等しい点数のライフを得る。このターン、そのクリーチャーが次に与えるダメージを軽減する。
　OathoftheGatewatch,　ExpeditionRaptor,探検の猛禽（たんけんのもうきん）,　2,2,　コモン,　クリーチャー,　３白白,飛行探検の猛禽が戦場に出たとき、支援２を行う。（他のクリーチャーを最大２体対象とし、それらの上に+1/+1カウンターをそれぞれ１個置く。）
　OathoftheGatewatch,　GeneralTazri,タズリ将軍（たずりしょうぐん）,　3,4,　神話レア,　伝説のクリーチャー,　４白,タズリ将軍が戦場に出たとき、あなたはあなたのライブラリーから同盟者(Ally)クリーチャー・カードを１枚探してもよい。そうしたなら、それを公開してあなたの手札に加え、その後あなたのライブラリーを切り直す。(白)(青)(黒)(赤)(緑)：ターン終了時まで、あなたがコントロールする同盟者クリーチャーは+X/+Xの修整を受ける。Ｘは、それらのクリーチャーの中の色の数に等しい。
　OathoftheGatewatch,　ImmolatingGlare,鑽火の輝き（きりびのかがやき）,　3,4,　アンコモン,　インスタント,　１白,攻撃クリーチャー１体を対象とし、それを破壊する。
　OathoftheGatewatch,　Iona'sBlessing,イオナの祝福（いおなのしゅくふく）,　3,4,　アンコモン,　エンチャント,　３白,エンチャント（クリーチャー）エンチャントされているクリーチャーは+2/+2の修整を受け、警戒を持つとともに、各戦闘で追加で１体のクリーチャーをブロックできる。
　OathoftheGatewatch,　IsolationZone,孤立領域（こりつりょういき）,　3,4,　コモン,　エンチャント,　２白白,孤立領域が戦場に出たとき、対戦相手がコントロールするクリーチャー１体かエンチャント１つを対象とし、孤立領域が戦場を離れるまでそれを追放する。（そのパーマネントはオーナーのコントロール下で戦場に戻る。）
　OathoftheGatewatch,　KorScythemaster,コーの鎌使い（こーのかまつかい）,　3,1,　コモン,　クリーチャー,　２白,コーの鎌使いが攻撃しているかぎり、これは先制攻撃を持つ。
　OathoftheGatewatch,　KorSkyClimber,コーの空登り（こーのそらのぼり）,　3,2,　コモン,　クリーチャー,　２白,(１)(白)：ターン終了時まで、コーの空登りは飛行を得る。
　OathoftheGatewatch,　Linvala thePreserver,保護者、リンヴァーラ（ほごしゃりんう゛ぁーら）,　5,5,　神話レア,　伝説のクリーチャー,　４白白,飛行保護者、リンヴァーラが戦場に出たとき、対戦相手１人のライフがあなたより多い場合、あなたは５点のライフを得る。保護者、リンヴァーラが戦場に出たとき、対戦相手１人があなたより多くのクリーチャーをコントロールしている場合、飛行を持つ白の3/3の天使(Angel)クリーチャー・トークンを１体戦場に出す。
　OathoftheGatewatch,　MakeaStand,抗戦（こうせん）,　5,5,　アンコモン,　インスタント,　２白,ターン終了時まで、あなたがコントロールするクリーチャーは+1/+0の修整を受けるとともに破壊不能を得る。（ダメージや「破壊する」と書かれた効果では、それらは破壊されない。）
　OathoftheGatewatch,　MakindiAeronaut,マキンディの飛空士（まきんでぃのひくうし）,　1,3,　コモン,　クリーチャー,　１白,飛行
　OathoftheGatewatch,　MightyLeap,力強い跳躍（ちからづよいちょうやく）,　1,3,　コモン,　インスタント,　１白,クリーチャー１体を対象とする。ターン終了時まで、それは+2/+2の修整を受けるとともに飛行を得る。
　OathoftheGatewatch,　Munda'sVanguard,ムンダの先兵（むんだのせんぺい）,　3,3,　レア,　クリーチャー,　４白,盟友―(Ｔ) あなたがコントロールするアンタップ状態の同盟者(Ally)を１体タップする：あなたがコントロールする各クリーチャーの上にそれぞれ+1/+1カウンターを１個置く。
　OathoftheGatewatch,　OathofGideon,ギデオンの誓い（ぎでおんのちかい）,　3,3,　レア,　伝説のエンチャント,　２白,ギデオンの誓いが戦場に出たとき、白の1/1のコー(Kor)・同盟者(Ally)クリーチャー・トークンを２体戦場に出す。あなたがコントロールする各プレインズウォーカーはそれぞれ、忠誠(loyalty)カウンターが追加で１個置かれた状態で戦場に出る。
　OathoftheGatewatch,　OnduWarCleric,オンドゥの戦僧侶（おんどぅのいくさそうりょ）,　2,2,　コモン,　クリーチャー,　１白,盟友―(Ｔ) あなたがコントロールするアンタップ状態の同盟者(Ally)を１体タップする：あなたは２点のライフを得る。
　OathoftheGatewatch,　ReliefCaptain,救援隊長（きゅうえんたいちょう）,　3,2,　アンコモン,　クリーチャー,　２白白,救援隊長が戦場に出たとき、支援３を行う。（他のクリーチャーを最大３体対象とし、それらの上に+1/+1カウンターをそれぞれ１個置く。）
　OathoftheGatewatch,　SearingLight,焼尽の光（しょうじんのひかり）,　3,2,　コモン,　インスタント,　白,攻撃かブロックしているパワーが２以下のクリーチャー１体を対象とし、それを破壊する。
　OathoftheGatewatch,　ShouldertoShoulder,戮力協心（りくりょくきょうしん）,　3,2,　コモン,　ソーサリー,　２白,支援２を行う。（クリーチャーを最大２体対象とし、それらの上に+1/+1カウンターをそれぞれ１個置く。）カードを１枚引く。
　OathoftheGatewatch,　SpawnbinderMage,落とし子縛りの魔道士（おとしごしばりのまどうし）,　2,4,　コモン,　クリーチャー,　３白,盟友―(Ｔ) あなたがコントロールするアンタップ状態の同盟者(Ally)を１体タップする：クリーチャー１体を対象とし、それをタップする。
　OathoftheGatewatch,　SteppeGlider,草原の滑空獣（そうげんのかっくうじゅう）,　2,4,　アンコモン,　クリーチャー,　４白,飛行、警戒(１)(白)：+1/+1カウンターが置かれているクリーチャー１体を対象とする。ターン終了時まで、それは飛行と警戒を得る。
　OathoftheGatewatch,　StoneHavenOutfitter,岩屋の装備役（いわやのそうびやく）,　2,2,　レア,　クリーチャー,　１白,あなたがコントロールする、装備しているクリーチャーは+1/+1の修整を受ける。あなたがコントロールする、装備しているクリーチャーが１体死亡するたび、カードを１枚引く。
　OathoftheGatewatch,　StoneforgeAcolyte,石鍛冶の見習い（いしかじのみならい）,　1,2,　アンコモン,　クリーチャー,　白,盟友―(Ｔ) あなたがコントロールするアンタップ状態の同盟者(Ally)を１体タップする：あなたのライブラリーの一番上から４枚のカードを見る。あなたはその中から装備品(Equipment)カードを１枚公開してもよい。そうしたなら、それをあなたの手札に加え、残りをあなたのライブラリーの一番下に望む順番で置く。
　OathoftheGatewatch,　WallofResurgence,復興の壁（ふっこうのかべ）,　0,6,　アンコモン,　クリーチャー,　２白,防衛復興の壁が戦場に出たとき、あなたがコントロールする土地１つを対象とする。あなたはそれの上に+1/+1カウンターを３個置いてもよい。そうしたなら、その土地は速攻を持つ0/0のエレメンタル(Elemental)・クリーチャーになる。それは土地でもある。
　OathoftheGatewatch,　AbstruseInterference,難解な干渉（なんかいなかんしょう）,　0,6,　コモン,　インスタント,　２青,欠色（このカードは無色である。）呪文１つを対象とする。そのコントローラーが(１)を支払わないかぎり、それを打ち消す。あなたは無色の1/1のエルドラージ(Eldrazi)・末裔(Scion)クリーチャー・トークンを１体戦場に出す。それは「このクリーチャーを生け贄に捧げる：あなたのマナ・プールに(◇)を加える。」を持つ。（(◇)は無色マナを表す。）
　OathoftheGatewatch,　BlindingDrone,目潰しドローン（めつぶしどろーん）,　1,3,　コモン,　クリーチャー,　１青,欠色（このカードは無色である。）(◇) (Ｔ)：クリーチャー１体を対象とし、それをタップする。（(◇)は無色マナを表す。）
　OathoftheGatewatch,　CultivatorDrone,耕作ドローン（こうさくどろーん）,　2,3,　コモン,　クリーチャー,　２青,欠色（このカードは無色である。）(Ｔ)：あなたのマナ・プールに(◇)を加える。このマナは、無色の呪文を唱えるためか、無色のパーマネントの能力を起動するためか、(◇)を含むコストを支払うためにのみ使用できる。（(◇)は無色マナを表す。）
　OathoftheGatewatch,　DeepfathomSkulker,深水潜み（しんすいひそみ）,　4,4,　レア,　クリーチャー,　５青,欠色（このカードは無色である。）あなたがコントロールするクリーチャー１体がプレイヤー１人に戦闘ダメージを与えるたび、あなたはカードを１枚引いてもよい。(３)(◇)：クリーチャー１体を対象とする。このターン、それはブロックされない。（(◇)は無色マナを表す。）
　OathoftheGatewatch,　DimensionalInfiltrator,次元潜入者（じげんせんにゅうしゃ）,　2,1,　レア,　クリーチャー,　１青,欠色（このカードは無色である。）瞬速飛行(１)(◇)：対戦相手１人を対象とする。そのプレイヤーは、自分のライブラリーの一番上のカードを追放する。それが土地カードであるなら、あなたは次元潜入者をオーナーの手札に戻してもよい。（(◇)は無色マナを表す。）
　OathoftheGatewatch,　GravityNegator,重力に逆らうもの（じゅくりょくにさからうもの）,　2,3,　コモン,　クリーチャー,　３青,欠色（このカードは無色である。）飛行重力に逆らうものが攻撃するたび、他のクリーチャー１体を対象とする。あなたは(◇)を支払ってもよい。そうしたなら、ターン終了時まで、それは飛行を得る。（(◇)は無色マナを表す。）
　OathoftheGatewatch,　ProphetofDistortion,歪みの預言者（ゆがみのよげんしゃ）,　1,2,　アンコモン,　クリーチャー,　青,欠色（このカードは無色である。）(３)(◇)：カードを１枚引く。（(◇)は無色マナを表す。）
　OathoftheGatewatch,　SlipThroughSpace,空間の擦り抜け（くうかんのすりぬけ）,　1,2,　コモン,　ソーサリー,　青,欠色（このカードは無色である。）クリーチャー１体を対象とする。このターン、それはブロックされない。カードを１枚引く。
　OathoftheGatewatch,　ThoughtHarvester,思考刈り（しこうがり）,　2,4,　アンコモン,　クリーチャー,　３青,欠色（このカードは無色である。）飛行あなたが無色の呪文を１つ唱えるたび、対戦相手１人を対象とする。そのプレイヤーは自分のライブラリーの一番上のカードを追放する。
　OathoftheGatewatch,　VoidShatter,虚空の粉砕（こくうのふんさい）,　2,4,　アンコモン,　インスタント,　１青青,欠色（このカードは無色である。）呪文１つを対象とし、それを打ち消す。これによりその呪文が打ち消されたなら、それをオーナーの墓地に置く代わりに追放する。
　OathoftheGatewatch,　AncientCrab,古代ガニ（こだいがに）,　1,5,　コモン,　クリーチャー,　１青青,
　OathoftheGatewatch,　ComparativeAnalysis,比較分析（ひかくぶんせき）,　1,5,　コモン,　インスタント,　３青,怒濤(２)(青)（あなたかチームメイトがこのターンに他の呪文を唱えていたなら、あなたはこの呪文を怒濤コストで唱えてもよい。）プレイヤー１人を対象とする。そのプレイヤーはカードを２枚引く。
　OathoftheGatewatch,　ContainmentMembrane,封止の被膜（ふうしのひまく）,　1,5,　コモン,　エンチャント,　２青,怒濤(青)（あなたかチームメイトがこのターンに他の呪文を唱えていたなら、あなたはこの呪文を怒濤コストで唱えてもよい。）エンチャント（クリーチャー）エンチャントされているクリーチャーは、それのコントローラーのアンタップ・ステップにアンタップしない。
　OathoftheGatewatch,　CrushofTentacles,押し潰す触手（おしつぶすしょくしゅ）,　1,5,　神話レア,　ソーサリー,　４青青,怒濤(３)(青)(青)（あなたかチームメイトがこのターンに他の呪文を唱えていたなら、あなたはこの呪文を怒濤コストで唱えてもよい。）すべての土地でないパーマネントをオーナーの手札に戻す。押し潰す触手の怒濤コストが支払われていたなら、青の8/8のタコ(Octopus)・クリーチャー・トークンを１体戦場に出す。
　OathoftheGatewatch,　CycloneSire,竜巻の種父（たつまきのしゅふ）,　3,4,　アンコモン,　クリーチャー,　４青,飛行竜巻の種父が死亡したとき、あなたがコントロールする土地１つを対象とする。あなたはそれの上に+1/+1カウンターを３個置いてもよい。そうしたなら、その土地は速攻を持つ0/0のエレメンタル(Elemental)・クリーチャーになる。それは土地でもある。
　OathoftheGatewatch,　GiftofTusks,牙の贈り物（きばのおくりもの）,　3,4,　アンコモン,　インスタント,　青,クリーチャー１体を対象とする。ターン終了時まで、それはすべての能力を失うとともに基本のパワーとタフネスが3/3の緑の象(Elephant)になる。
　OathoftheGatewatch,　GripoftheRoil,乱動の握撃（らんどうのあくげき）,　3,4,　アンコモン,　インスタント,　２青,怒濤(１)(青)（あなたかチームメイトがこのターンに他の呪文を唱えていたなら、あなたはこの呪文を怒濤コストで唱えてもよい。）クリーチャー１体を対象とし、それをタップする。それは、それのコントローラーの次のアンタップ・ステップにアンタップしない。カードを１枚引く。
　OathoftheGatewatch,　HedronAlignment,面晶体の連結（めんしょうたいのれんけつ）,　3,4,　レア,　エンチャント,　２青,呪禁あなたのアップキープの開始時に、あなたはあなたの手札を公開してもよい。そうしたなら、あなたがオーナーである《面晶体の連結/HedronAlignment》という名前のカードが追放領域とあなたの手札とあなたの墓地と戦場のいずれにもあるなら、あなたはこのゲームに勝利する。(１)(青)：占術１を行う。
　OathoftheGatewatch,　JwarIsleAvenger,ジュワー島の報復者（じゅわーとうのほうふくしゃ）,　3,3,　コモン,　クリーチャー,　４青,怒濤(２)(青)（あなたかチームメイトがこのターンに他の呪文を唱えていたなら、あなたはこの呪文を怒濤コストで唱えてもよい。）飛行
　OathoftheGatewatch,　Negate,否認（ひにん）,　3,3,　コモン,　インスタント,　１青,クリーチャーでない呪文１つを対象とし、それを打ち消す。
　OathoftheGatewatch,　OathofJace,ジェイスの誓い（じぇいすのちかい）,　3,3,　レア,　伝説のエンチャント,　２青,ジェイスの誓いが戦場に出たとき、カードを３枚引き、その後カードを２枚捨てる。あなたのアップキープの開始時に、占術Ｘを行う。Ｘは、あなたがコントロールするプレインズウォーカーの総数に等しい。
　OathoftheGatewatch,　OverwhelmingDenial,圧倒的な否定（あっとうてきなひてい）,　3,3,　レア,　インスタント,　２青青,怒濤(青)(青)（あなたかチームメイトがこのターンに他の呪文を唱えていたなら、あなたはこの呪文を怒濤コストで唱えてもよい。）圧倒的な否定は呪文や能力によっては打ち消されない。呪文１つを対象とし、それを打ち消す。
　OathoftheGatewatch,　RoilingWaters,水脈の乱動（すいみゃくのらんどう）,　3,3,　アンコモン,　ソーサリー,　５青青,対戦相手がコントロールするクリーチャーを最大２体と、プレイヤー１人を対象とする。それらのクリーチャーをオーナーの手札に戻す。その対象になったプレイヤーはカードを２枚引く。
　OathoftheGatewatch,　SphinxoftheFinalWord,終止符のスフィンクス（しゅうしふのすふぃんくす）,　5,5,　神話レア,　クリーチャー,　５青青,終止符のスフィンクスは打ち消されない。飛行、呪禁あなたがコントロールするインスタント呪文とソーサリー呪文は、呪文や能力によっては打ち消されない。
　OathoftheGatewatch,　SweepAway,掃き飛ばし（はきとばし）,　5,5,　コモン,　インスタント,　２青,クリーチャー１体を対象とし、それをオーナーの手札に戻す。そのクリーチャーが攻撃しているなら、あなたは代わりにそれをオーナーのライブラリーの一番上に置いてもよい。
　OathoftheGatewatch,　UmaraEntangler,ウマーラの絡め捕り（うまーらのからめとり）,　2,1,　コモン,　クリーチャー,　１青,果敢（あなたがクリーチャーでない呪文を１つ唱えるたび、ターン終了時まで、このクリーチャーは+1/+1の修整を受ける。）
　OathoftheGatewatch,　UnityofPurpose,一致団結（いっちだんけつ）,　2,1,　アンコモン,　インスタント,　３青,支援２を行う。（クリーチャーを最大２体対象とし、それらの上に+1/+1カウンターをそれぞれ１個置く。）あなたがコントロールする、+1/+1カウンターが置かれている各クリーチャーをそれぞれアンタップする。
　OathoftheGatewatch,　BearerofSilence,静寂を担うもの（せいじゃくをになうもの）,　2,1,　レア,　クリーチャー,　１黒,欠色（このカードは無色である。）あなたが静寂を担うものを唱えたとき、対戦相手１人を対象とする。あなたは(１)(◇)を支払ってもよい。そうしたなら、そのプレイヤーはクリーチャーを１体生け贄に捧げる。（(◇)は無色マナを表す。）飛行静寂を担うものではブロックできない。
　OathoftheGatewatch,　DreadDefiler,戦慄の汚染者（せんりつのおせんしゃ）,　6,8,　レア,　クリーチャー,　６黒,欠色（このカードは無色である。）(３)(◇) あなたの墓地からクリーチャー・カードを１枚追放する：対戦相手１人を対象とする。そのプレイヤーはその追放したカードのパワーに等しい点数のライフを失う。（(◇)は無色マナを表す。）
　OathoftheGatewatch,　EssenceDepleter,本質を蝕むもの（ほんしつをむしばむもの）,　2,3,　アンコモン,　クリーチャー,　２黒,欠色（このカードは無色である。）(１)(◇)：対戦相手１人を対象とする。そのプレイヤーは１点のライフを失い、あなたは１点のライフを得る。（(◇)は無色マナを表す。）
　OathoftheGatewatch,　FlayingTendrils,鞭打つ触手（むちうつしょくしゅ）,　2,3,　アンコモン,　ソーサリー,　１黒黒,欠色（このカードは無色である。）ターン終了時まで、すべてのクリーチャーは-2/-2の修整を受ける。このターンにクリーチャーが死亡するなら、代わりにそれを追放する。
　OathoftheGatewatch,　HavocSower,惨状蒔き（さんじょうまき）,　3,3,　アンコモン,　クリーチャー,　３黒,欠色（このカードは無色である。）(１)(◇)：ターン終了時まで、惨状蒔きは+2/+1の修整を受ける。（(◇)は無色マナを表す。）
　OathoftheGatewatch,　InverterofTruth,真実を覆すもの（しんじつをくつがえすもの）,　6,6,　神話レア,　クリーチャー,　２黒黒,欠色（このカードは無色である。）飛行真実を覆すものが戦場に出たとき、あなたのライブラリーからすべてのカードを裏向きに追放し、その後あなたの墓地からすべてのカードをあなたのライブラリーに加えて切り直す。
　OathoftheGatewatch,　Kozilek'sShrieker,コジレックの叫び手（こじれっくのさけびて）,　3,2,　コモン,　クリーチャー,　２黒,欠色（このカードは無色である。）(◇)：ターン終了時まで、コジレックの叫び手は+1/+0の修整を受けるとともに威迫を得る。（これは２体以上のクリーチャーによってしかブロックされない。(◇)は無色マナを表す。）
　OathoftheGatewatch,　Kozilek'sTranslator,コジレックの組み換え（こじれっくのくみかえ）,　3,5,　コモン,　クリーチャー,　４黒,欠色（このカードは無色である。）ライフを１点支払う：あなたのマナ・プールに(◇)を加える。この能力は、毎ターン１回のみ起動できる。（(◇)は無色マナを表す。）
　OathoftheGatewatch,　OblivionStrike,忘却の一撃（ぼうきゃくのいちげき）,　3,5,　コモン,　ソーサリー,　３黒,欠色（このカードは無色である。）クリーチャー１体を対象とし、それを追放する。
　OathoftheGatewatch,　ReaverDrone,搾取ドローン（さくしゅどろーん）,　2,1,　アンコモン,　クリーチャー,　黒,欠色（このカードは無色である。）あなたのアップキープの開始時に、あなたが他の無色のクリーチャーをコントロールしていないかぎり、あなたは１点のライフを失う。
　OathoftheGatewatch,　SifterofSkulls,頭蓋ふるい（ずがいふるい）,　4,3,　レア,　クリーチャー,　３黒,欠色（このカードは無色である。）あなたがコントロールする他のトークンでないクリーチャーが１体死亡するたび、無色の1/1のエルドラージ(Eldrazi)・末裔(Scion)クリーチャー・トークンを１体戦場に出す。それは「このクリーチャーを生け贄に捧げる：あなたのマナ・プールに(◇)を加える。」を持つ。（(◇)は無色マナを表す。）
　OathoftheGatewatch,　SkyScourer,空の探索者（そらのたんさくしゃ）,　1,2,　コモン,　クリーチャー,　１黒,欠色（このカードは無色である。）飛行あなたが無色の呪文を１つ唱えるたび、ターン終了時まで、空の探索者は+1/+0の修整を受ける。
　OathoftheGatewatch,　SlaughterDrone,殺戮ドローン（さつりくどろーん）,　2,2,　コモン,　クリーチャー,　１黒,欠色（このカードは無色である。）(◇)：ターン終了時まで、殺戮ドローンは接死を得る。（これが何らかのダメージをクリーチャーに与えたら、それだけで破壊する。(◇)は無色マナを表す。）
　OathoftheGatewatch,　UnnaturalEndurance,異常な忍耐（いじょうなにんたい）,　2,2,　コモン,　インスタント,　黒,欠色（このカードは無色である。）クリーチャー１体を対象とする。ターン終了時まで、それは+2/+0の修整を受ける。それを再生する。
　OathoftheGatewatch,　VisionsofBrutality,粗暴な幻視（そぼうなげんし）,　2,2,　アンコモン,　エンチャント,　１黒,欠色（このカードは無色である。）エンチャント（クリーチャー）エンチャントされているクリーチャーではブロックできない。エンチャントされているクリーチャーがダメージを与えるたび、それのコントローラーはその点数に等しいライフを失う。
　OathoftheGatewatch,　WitnesstheEnd,終末の目撃（しゅうまつのもくげき）,　2,2,　コモン,　ソーサリー,　３黒,欠色（このカードは無色である。）対戦相手１人を対象とする。そのプレイヤーは自分の手札からカードを２枚追放し、２点のライフを失う。
　OathoftheGatewatch,　CorpseChurn,屍体の攪拌（したいのかくはん）,　2,2,　コモン,　インスタント,　１黒,あなたのライブラリーの一番上から３枚のカードをあなたの墓地に置く。その後、あなたはあなたの墓地からクリーチャー・カード１枚をあなたの手札に戻してもよい。
　OathoftheGatewatch,　Drana'sChosen,ドラーナに選ばれし者（どらーなにえらばれしもの）,　2,2,　レア,　クリーチャー,　３黒,盟友―(Ｔ) あなたがコントロールするアンタップ状態の同盟者(Ally)を１体タップする：黒の2/2のゾンビ(Zombie)・クリーチャー・トークンを１体タップ状態で戦場に出す。
　OathoftheGatewatch,　GraspofDarkness,闇の掌握（やみのしょうあく）,　2,2,　アンコモン,　インスタント,　黒黒,クリーチャー１体を対象とする。ターン終了時まで、それは-4/-4の修整を受ける。
　OathoftheGatewatch,　Kalitas TraitorofGhet,ゲトの裏切り者、カリタス（げとのうらぎりものかりたす）,　3,4,　神話レア,　伝説のクリーチャー,　２黒黒,絆魂対戦相手がコントロールするトークンでないクリーチャーが１体死亡するなら、代わりにそのカードを追放し、黒の2/2のゾンビ(Zombie)・クリーチャー・トークンを１体戦場に出す。(２)(黒) 他の吸血鬼(Vampire)かゾンビを１体生け贄に捧げる：ゲトの裏切り者、カリタスの上に+1/+1カウンターを２個置く。
　OathoftheGatewatch,　MalakirSoothsayer,マラキールの占い師（まらきーるのうらないし）,　4,4,　アンコモン,　クリーチャー,　４黒,盟友―(Ｔ) あなたがコントロールするアンタップ状態の同盟者(Ally)を１体タップする：あなたはカードを１枚引き、１点のライフを失う。
　OathoftheGatewatch,　NullCaller,虚身呼び（きょしんよび）,　2,4,　アンコモン,　クリーチャー,　３黒,(３)(黒) あなたの墓地からクリーチャー・カード１枚を追放する：黒の2/2のゾンビ(Zombie)・クリーチャー・トークンを１体タップ状態で戦場に出す。
　OathoftheGatewatch,　RemorselessPunishment,無情な処罰（むじょうなしょばつ）,　2,4,　レア,　ソーサリー,　３黒黒,対戦相手１人を対象とする。そのプレイヤーは、カードを２枚捨てるか、クリーチャー１体かプレインズウォーカー１体を生け贄に捧げないかぎり、５点のライフを失う。この手順をもう１回繰り返す。
　OathoftheGatewatch,　TarSnare,タールの罠（たーるのわな）,　2,4,　コモン,　インスタント,　２黒,クリーチャー１体を対象とする。ターン終了時まで、それは-3/-2の修整を受ける。
　OathoftheGatewatch,　UntamedHunger,荒々しい渇望（あらあらしいかつぼう）,　2,4,　コモン,　エンチャント,　２黒,エンチャント（クリーチャー）エンチャントされているクリーチャーは、+2/+1の修整を受けるとともに威迫を持つ。（それは２体以上のクリーチャーによってしかブロックされない。）
